,case:Responsible_actor,Activity,monitoringResource,question,org:resource,timesincelastevent,timesincecasestart,timesincemidnight,event_nr,month,weekday,hour,open_cases,resource_multitasking,n_tasks,n_cases,n_acts,n_handoffs,ent_act,ent_case,ent_handoff,ratio_act_case,busyness,n_current_case,n_current_act,n_current_handoff,ratio_current_case,ratio_current_act,ratio_current_handoff,case:SUMleges,time:timestamp,Case ID,label
18210,4901428.0,enrich draft decision,560890,True,560890,0.0833333333333333,53941.5,541,34,10,4,9,54,6,2653,255,114,12,3.632942165454111,5.255964487569694,0.4990948239319699,10.403921568627451,3.806312769010043,3,6,2366,0.0011307953260459,0.0022615906520919,0.8918205804749341,268.2426,2012-10-12 09:01:30+00:00,5808114,152700.0
18211,4901428.0,enrich draft decision environmental permit,560890,EMPTY,560890,0.0833333333333333,53941.583333333336,541,35,10,4,9,54,6,2654,255,115,12,3.634920572624758,5.25648382808601,0.4989499002810701,10.407843137254902,3.807747489239598,4,1,2367,0.001507159005275,0.0003767897513187,0.8918613413715147,268.2426,2012-10-12 09:01:35+00:00,5808114,152700.0
18212,4901428.0,enter date draft decisionenvironmental permit,560890,EMPTY,560890,0.0,53941.583333333336,541,36,10,4,9,54,6,2655,255,115,12,3.635673213408024,5.256907751114384,0.498805068593011,10.411764705882351,3.8091822094691534,5,10,2368,0.0018832391713747,0.0037664783427495,0.8919020715630885,268.2426,2012-10-12 09:01:35+00:00,5808114,152700.0
18213,4901428.0,phase draft decision made,560890,EMPTY,560890,0.1166666666666666,53941.7,541,37,10,4,9,54,6,2656,255,115,12,3.636195295571944,5.257255685312291,0.4986603287776588,10.415686274509804,3.8106169296987087,6,18,2369,0.0022590361445783,0.0067771084337349,0.8919427710843374,268.2426,2012-10-12 09:01:42+00:00,5808114,152700.0
18214,4901428.0,open draft decision for inspection,560890,True,560890,0.0333333333333333,53941.73333333333,541,38,10,4,9,54,6,2657,255,115,12,3.636947173520946,5.257540478246673,0.4985156807449989,10.419607843137255,3.812051649928264,7,10,2370,0.0026345502446368,0.003763643206624,0.8919834399698908,268.2426,2012-10-12 09:01:44+00:00,5808114,152700.0
18215,4901428.0,create publication document,560890,False,560890,0.3333333333333333,53942.066666666666,542,39,10,4,9,54,6,2658,255,115,12,3.6372721741042953,5.257771268064589,0.4983711244051358,10.423529411764706,3.813486370157819,8,30,2371,0.0030097817908201,0.0112866817155756,0.8920240782543266,268.2426,2012-10-12 09:02:04+00:00,5808114,152700.0
18216,4901428.0,send design decision to stakeholders,560890,EMPTY,560890,0.75,53942.816666666666,542,40,10,4,9,54,6,2659,255,115,12,3.6380652377712215,5.257954892433299,0.498226659668293,10.427450980392155,3.8149210903873754,9,9,2372,0.003384731101918,0.003384731101918,0.89206468597217,268.2426,2012-10-12 09:02:49+00:00,5808114,152700.0
18217,4901428.0,enter senddate draft decision,560890,EMPTY,560890,0.1,53942.91666666666,542,41,10,4,9,54,6,2660,255,116,12,3.640038105504499,5.258096662652076,0.4980822864448124,10.431372549019608,3.8163558106169297,10,1,2373,0.0037593984962406,0.000375939849624,0.8921052631578947,268.2426,2012-10-12 09:02:55+00:00,5808114,152700.0
18284,4901428.0,entering senddate draft decision environmental permit,560890,EMPTY,560890,5097.083333333333,59040.0,1320,42,10,0,22,56,6,2661,255,116,12,3.6408769142052098,5.258200824852247,0.4979380046451542,10.43529411764706,3.801428571428572,11,8,2374,0.0041337842916196,0.0030063885757234,0.8921458098459226,268.2426,2012-10-15 22:00:00+00:00,5808114,152700.0
18358,4901428.0,date draft decision for inspection,560890,EMPTY,560890,12960.0,72000.0,1320,43,10,2,22,54,3,2677,256,116,12,3.643065701405984,5.263622230250288,0.496684746655717,10.45703125,3.77574047954866,12,8,2389,0.0044826298094882,0.0029884198729921,0.8924168845722824,268.2426,2012-10-24 22:00:00+00:00,5808114,152700.0
19447,4901428.0,perspective on draft decision environmental permit received,560890,False,560890,66889.76666666666,138889.76666666666,529,44,12,0,8,56,6,2851,270,122,12,3.6655886115776224,5.331329511932113,0.4890360721178352,10.559259259259258,3.771164021164021,13,6,2549,0.004559803577692,0.0021045247281655,0.8940722553490004,268.2426,2012-12-10 08:49:46+00:00,5808114,152700.0
19448,4901428.0,suspension ground applicable,560890,False,560890,1.8666666666666667,138891.63333333333,531,45,12,0,8,56,6,2852,270,122,12,3.665872205965804,5.331337159185245,0.488903853267649,10.562962962962963,3.772486772486773,14,33,2550,0.0049088359046283,0.011570827489481,0.894109396914446,268.2426,2012-12-10 08:51:38+00:00,5808114,152700.0
19449,4901428.0,creating environmental permit decision,560890,EMPTY,560890,0.0166666666666666,138891.65,531,46,12,0,8,56,6,2853,270,122,12,3.6661055629825863,5.33131986634105,0.488771712549945,10.566666666666666,3.773809523809524,15,38,2551,0.0052576235541535,0.0133193130038555,0.8941465124430424,268.2426,2012-12-10 08:51:39+00:00,5808114,152700.0
19450,4901428.0,decision date prior to decision,560890,True,560890,0.2333333333333333,138891.88333333333,531,47,12,0,8,56,6,2854,270,122,12,3.667473433221115,5.331279332066071,0.4886396498933948,10.57037037037037,3.7751322751322753,16,2,2552,0.0056061667834618,0.0007007708479327,0.8941836019621584,268.2426,2012-12-10 08:51:53+00:00,5808114,152700.0
19451,4901428.0,phase decision taken,560890,EMPTY,560890,1.1666666666666667,138893.05,533,48,12,0,8,56,6,2855,270,122,12,3.667192698409631,5.331217043220225,0.4885076652267587,10.574074074074074,3.7764550264550265,17,163,2553,0.005954465849387,0.057092819614711,0.8942206654991244,268.2426,2012-12-10 08:53:03+00:00,5808114,152700.0
19452,4901428.0,generating decision environmental permit,560890,EMPTY,560890,0.0,138893.05,533,49,12,0,8,56,6,2856,270,122,12,3.6669461939537378,5.331134312266651,0.4883757584788842,10.577777777777778,3.7777777777777777,18,148,2554,0.0063025210084033,0.0518207282913165,0.8942577030812325,268.2426,2012-12-10 08:53:03+00:00,5808114,152700.0
19453,4901428.0,register objection and appeal periods,560890,42,560890,0.1333333333333333,138893.18333333332,533,50,12,0,8,56,6,2857,270,122,12,3.6669252402190686,5.331032306350922,0.488243929578707,10.58148148148148,3.779100529100529,19,78,2555,0.0066503325166258,0.0273013650682534,0.8942947147357367,268.2426,2012-12-10 08:53:11+00:00,5808114,152700.0
19454,4901428.0,transcript decision environmental permit to stakeholders,560890,EMPTY,560890,5.633333333333334,138898.81666666668,538,51,12,0,8,56,6,2858,270,122,12,3.666480234936761,5.330912070247807,0.4881121784552498,10.585185185185184,3.780423280423281,20,261,2556,0.006997900629811,0.0913226032190342,0.894331700489853,268.2426,2012-12-10 08:58:49+00:00,5808114,152700.0
19455,4901428.0,enter senddate decision environmental permit,560890,EMPTY,560890,0.0666666666666666,138898.88333333333,538,52,12,0,8,56,6,2859,270,122,12,3.665990387194959,5.330774544712391,0.4879805050376229,10.588888888888889,3.781746031746032,21,297,2557,0.0073452256033578,0.1038824763903462,0.894368660370759,268.2426,2012-12-10 08:58:53+00:00,5808114,152700.0
19456,4901428.0,enter senddate decision,560890,EMPTY,560890,0.0,138898.88333333333,538,53,12,0,8,56,6,2860,270,122,12,3.666180223091512,5.330620581331921,0.4878489092550238,10.592592592592592,3.7830687830687832,22,43,2558,0.0076923076923076,0.015034965034965,0.8944055944055944,268.2426,2012-12-10 08:58:53+00:00,5808114,152700.0
19457,4901428.0,phase decision sent,560890,EMPTY,560890,0.0,138898.88333333333,538,54,12,0,8,56,6,2861,270,122,12,3.666370048494728,5.330450954675087,0.487717391036737,10.596296296296297,3.7843915343915344,23,43,2559,0.0080391471513456,0.0150297098916462,0.8944425026214611,268.2426,2012-12-10 08:58:53+00:00,5808114,152700.0
19458,4901428.0,create publication document,560890,False,560890,0.1333333333333333,138899.01666666666,539,55,12,0,8,56,6,2862,270,122,12,3.6665360299725167,5.330266372327116,0.487585950312134,10.6,3.7857142857142856,24,46,2560,0.0083857442348008,0.0160726764500349,0.8944793850454228,268.2426,2012-12-10 08:59:01+00:00,5808114,152700.0
19471,4901428.0,enter senddate decision environmental permit,560890,EMPTY,560890,840.9833333333333,139740.0,1380,56,12,0,23,57,7,2863,270,122,12,3.6660461595074794,5.330067483251704,0.4874545870106733,10.603703703703705,3.787037037037037,25,298,2561,0.0087320991966468,0.1040866224240307,0.8945162417045057,268.2426,2012-12-10 23:00:00+00:00,5808114,152700.0
19472,4901428.0,register date environmental permit decision,560890,EMPTY,560890,0.0,139740.0,1380,57,12,0,23,57,7,2864,270,122,12,3.665670965699684,5.329854884814778,0.4873233010619,10.607407407407408,3.788359788359789,26,215,2562,0.0090782122905027,0.0750698324022346,0.8945530726256983,268.2426,2012-12-10 23:00:00+00:00,5808114,152700.0
19566,4901428.0,date decision for inspection,560890,EMPTY,560890,12960.0,152700.0,1380,58,12,2,23,52,6,2894,272,122,12,3.669086400829477,5.339962125877821,0.4858412977768114,10.639705882352942,3.783006535947712,27,38,2590,0.0093296475466482,0.013130615065653,0.8949550794747754,268.2426,2012-12-19 23:00:00+00:00,5808114,152700.0
17145,4901428.0,register submission date request,2670601,EMPTY,560925,0.0,0.0,1320,1,9,0,22,55,2,939,115,61,11,2.974125711985351,4.553178217365623,0.5646098584794024,8.165217391304347,1.3433476394849786,1,113,110,0.0010649627263045,0.1203407880724174,0.1171458998935037,344.82916,2012-09-03 22:00:00+00:00,5810626,63360.0
17318,4901428.0,phase application received,560464,EMPTY,560925,3783.85,3783.85,783,2,9,3,13,53,1,951,115,61,11,2.972626256536346,4.561980347478293,0.5595244119572672,8.269565217391305,1.3566333808844508,2,110,810,0.0021030494216614,0.1156677181913775,0.8517350157728707,344.82916,2012-09-06 13:03:51+00:00,5810626,63360.0
17319,4901428.0,OLO messaging active,2670601,False,560925,0.0,3783.85,783,3,9,3,13,53,1,952,115,61,11,2.97322634317646,4.563436772676139,0.5591051514016045,8.278260869565218,1.3580599144079886,3,28,811,0.0031512605042016,0.0294117647058823,0.851890756302521,344.82916,2012-09-06 13:03:51+00:00,5810626,63360.0
17320,4901428.0,send confirmation receipt,2670601,True,560925,0.0333333333333333,3783.883333333333,783,4,9,3,13,53,1,953,115,61,11,2.972208439017963,4.5645346873770025,0.5586865790888976,8.28695652173913,1.3594864479315265,4,129,812,0.0041972717733473,0.1353620146904512,0.8520461699895068,344.82916,2012-09-06 13:03:53+00:00,5810626,63360.0
17321,4901428.0,send confirmation receipt,2670601,EMPTY,560925,2.533333333333333,3786.4166666666665,786,5,9,3,13,53,1,954,115,61,11,2.971185642942098,4.565366545421175,0.5582686932912396,8.295652173913043,1.3609129814550642,5,130,813,0.0052410901467505,0.1362683438155136,0.8522012578616353,344.82916,2012-09-06 13:06:25+00:00,5810626,63360.0
17322,4901428.0,enter senddate acknowledgement,2670601,EMPTY,560925,0.0,3786.4166666666665,786,6,9,3,13,53,1,955,115,61,11,2.970529797873,4.565986915891138,0.557851492286468,8.304347826086957,1.362339514978602,6,92,814,0.006282722513089,0.0963350785340314,0.8523560209424084,344.82916,2012-09-06 13:06:25+00:00,5810626,63360.0
17323,4901428.0,start WABOprocedure,560464,EMPTY,560925,0.2,3786.616666666667,786,7,9,3,13,53,1,956,115,61,11,2.9724937556450906,4.56643193009002,0.5574349743581419,8.31304347826087,1.36376604850214,7,8,815,0.0073221757322175,0.00836820083682,0.852510460251046,344.82916,2012-09-06 13:06:37+00:00,5810626,63360.0
17324,4901428.0,regular procedure without MER,560464,True,560925,0.0,3786.616666666667,786,8,9,3,13,53,1,957,115,61,11,2.9724205988380503,4.566727319351459,0.5570191377955207,8.321739130434782,1.3651925820256776,8,53,816,0.0083594566353187,0.0553814002089864,0.8526645768025078,344.82916,2012-09-06 13:06:37+00:00,5810626,63360.0
17325,4901428.0,forward to the competent authority,2670601,False,560925,0.0,3786.616666666667,786,9,9,3,13,53,1,958,115,61,11,2.972309657714307,4.566892360576582,0.5566039808935381,8.330434782608696,1.3666191155492151,9,55,817,0.0093945720250521,0.05741127348643,0.8528183716075156,344.82916,2012-09-06 13:06:37+00:00,5810626,63360.0
17326,4901428.0,send procedure confirmation,2670601,EMPTY,560925,0.2166666666666666,3786.8333333333335,786,10,9,3,13,53,1,959,115,61,11,2.972279525140676,4.566942045063174,0.5561895019527815,8.339130434782609,1.3680456490727533,10,51,818,0.0104275286757038,0.0531803962460896,0.8529718456725756,344.82916,2012-09-06 13:06:50+00:00,5810626,63360.0
17327,4901428.0,enter senddate procedure confirmation,2670601,EMPTY,560925,0.0,3786.8333333333335,786,11,9,3,13,53,1,960,115,61,11,2.972230115398752,4.566888371265556,0.5557756992794692,8.347826086956522,1.369472182596291,11,52,819,0.0114583333333333,0.0541666666666666,0.853125,344.82916,2012-09-06 13:06:50+00:00,5810626,63360.0
17328,4901428.0,registration date publication,2670601,EMPTY,560925,0.4666666666666667,3787.3,787,12,9,3,13,53,1,961,115,61,11,2.972629403133496,4.566741163949327,0.5553625711854252,8.356521739130434,1.3708987161198287,12,34,820,0.0124869927159209,0.0353798126951092,0.8532778355879292,344.82916,2012-09-06 13:07:18+00:00,5810626,63360.0
18018,4901428.0,create publication document,2670601,False,3273854,40465.833333333336,44253.13333333333,933,13,10,3,15,54,2,4094,175,128,11,3.793373052446862,5.080187798040205,0.2654431891893204,23.394285714285715,6.41692789968652,1,19,41,0.0002442598925256,0.0046409379579872,0.0100146555935515,344.82916,2012-10-04 15:33:08+00:00,5810626,63360.0
18019,4901428.0,treat subcases completeness,2670601,EMPTY,3273854,0.0333333333333333,44253.16666666666,933,14,10,3,15,54,2,4095,175,128,11,3.793210379167018,5.080883992845349,0.2653905345812645,23.4,6.418495297805642,2,180,3896,0.0004884004884004,0.0439560439560439,0.9514041514041514,344.82916,2012-10-04 15:33:10+00:00,5810626,63360.0
18020,4901428.0,subcases completeness completed,3273854,EMPTY,3273854,0.0666666666666666,44253.23333333333,933,15,10,3,15,54,2,4096,175,128,11,3.793035900864542,5.081452161201977,0.2653379026382349,23.40571428571429,6.420062695924765,3,189,3897,0.000732421875,0.046142578125,0.951416015625,344.82916,2012-10-04 15:33:14+00:00,5810626,63360.0
18021,4901428.0,procedure change,3273854,False,3273854,0.0166666666666666,44253.25,933,16,10,3,15,54,2,4097,175,128,11,3.7927510108430034,5.081937173524999,0.2652852933451599,23.411428571428573,6.421630094043887,4,297,3898,0.0009763241396143,0.0724920673663656,0.951427874054186,344.82916,2012-10-04 15:33:15+00:00,5810626,63360.0
18022,4901428.0,request complete,3273854,True,3273854,0.0333333333333333,44253.28333333333,933,17,10,3,15,54,2,4098,175,128,11,3.792574273471329,5.082360351420782,0.2652327066869809,23.417142857142856,6.423197492163009,5,191,3899,0.0012201073694485,0.0466081015129331,0.9514397266959492,344.82916,2012-10-04 15:33:17+00:00,5810626,63360.0
18023,4901428.0,phase application receptive,560464,EMPTY,3273854,0.0166666666666666,44253.3,933,18,10,3,15,54,2,4099,175,128,11,3.792451960529572,5.08273425938004,0.2651801426486535,23.422857142857143,6.424764890282131,6,153,3900,0.0014637716516223,0.0373261771163698,0.9514515735545256,344.82916,2012-10-04 15:33:18+00:00,5810626,63360.0
18024,4901428.0,send letter in progress,3273854,False,3273854,0.0166666666666666,44253.316666666666,933,19,10,3,15,54,2,4100,175,128,11,3.792334612676514,5.083067203722514,0.2651276012151458,23.428571428571427,6.4263322884012535,7,150,3901,0.0017073170731707,0.0365853658536585,0.9514634146341464,344.82916,2012-10-04 15:33:19+00:00,5810626,63360.0
18025,4901428.0,procedure change after completeness,3273854,False,3273854,0.0,44253.316666666666,933,20,10,3,15,54,2,4101,175,128,11,3.792630247565206,5.0833650909939685,0.2650750823714402,23.434285714285718,6.427899686520377,8,28,3902,0.0019507437210436,0.0068276030236527,0.9514752499390392,344.82916,2012-10-04 15:33:19+00:00,5810626,63360.0
18026,4901428.0,treat subcases content,3273854,EMPTY,3273854,0.0166666666666666,44253.333333333336,933,21,10,3,15,54,2,4102,175,128,11,3.792509792660239,5.083632339673487,0.2650225861025325,23.44,6.429467084639499,9,152,3903,0.0021940516821062,0.0370550950755728,0.9514870794734276,344.82916,2012-10-04 15:33:20+00:00,5810626,63360.0
18027,4901428.0,completed subcases content,3273854,EMPTY,3273854,0.0166666666666666,44253.35,933,22,10,3,15,54,2,4103,175,128,11,3.792387852427096,5.083872381044898,0.2649701123934319,23.445714285714285,6.431034482758621,10,153,3904,0.0024372410431391,0.0372897879600292,0.9514989032415306,344.82916,2012-10-04 15:33:21+00:00,5810626,63360.0
18028,4901428.0,procedure change,3273854,False,3273854,0.0333333333333333,44253.38333333333,933,23,10,3,15,54,2,4104,175,128,11,3.792103201827184,5.084087957578209,0.2649176612291611,23.45142857142857,6.432601880877743,11,298,3905,0.0026803118908382,0.0726120857699805,0.9515107212475632,344.82916,2012-10-04 15:33:23+00:00,5810626,63360.0
18029,4901428.0,article 34  WABO applies,3273854,False,3273854,0.0166666666666666,44253.4,933,24,10,3,15,54,2,4105,175,128,11,3.791983141461267,5.084281311891257,0.264865232594756,23.457142857142856,6.434169278996865,12,152,3906,0.0029232643118148,0.0370280146163215,0.9515225334957368,344.82916,2012-10-04 15:33:24+00:00,5810626,63360.0
18030,4901428.0,assessment of content completed,3273854,EMPTY,3273854,0.0166666666666666,44253.41666666666,933,25,10,3,15,54,2,4106,175,128,11,3.79186319890492,5.084454312293898,0.2648128264752664,23.462857142857143,6.435736677115988,13,152,3907,0.0031660983925962,0.0370189965903555,0.9515343399902582,344.82916,2012-10-04 15:33:25+00:00,5810626,63360.0
18031,4901428.0,phase advice known,560464,EMPTY,3273854,0.0,44253.41666666666,933,26,10,3,15,54,2,4107,175,128,11,3.7917433740576394,5.08460853948669,0.2647604428557552,23.46857142857143,6.43730407523511,14,152,3908,0.003408814219625,0.0370099829559289,0.95154614073533,344.82916,2012-10-04 15:33:25+00:00,5810626,63360.0
18032,4901428.0,grounds for refusal,3273854,False,3273854,0.0166666666666666,44253.43333333333,933,27,10,3,15,54,2,4108,175,128,11,3.791623666819033,5.084745348373264,0.2647080817212988,23.474285714285717,6.438871473354232,15,152,3909,0.0036514118792599,0.0370009737098344,0.9515579357351508,344.82916,2012-10-04 15:33:26+00:00,5810626,63360.0
18033,4901428.0,ask stakeholders views,3273854,False,3273854,0.0166666666666666,44253.45,933,28,10,3,15,54,2,4109,175,128,11,3.791508944633416,5.084865913325132,0.2646557430569871,23.48,6.440438871473354,16,149,3910,0.0038938914577756,0.0362618642005354,0.9515697249939158,344.82916,2012-10-04 15:33:27+00:00,5810626,63360.0
